W228-VPX30906_IV_2.dat
Hamamatsu MAIN ATLAS12EC W228 VPX30906
whatever
Fri, Dec 6, 2019, 1:34:50 PM
IV
Simon Fraser University	Keithley 2410	
Temperature: 11.7	Humidity: 5.4
2 51
Voltage[V] Current[nA]
0000000.00	0000002.43
-000010.00	-000027.76
-000020.00	-000036.53
-000030.00	-000041.99
-000040.00	-000044.49
-000050.00	-000045.91
-000060.00	-000046.90
-000070.00	-000047.75
-000080.00	-000048.35
-000090.00	-000048.68
-000100.00	-000049.21
-000110.00	-000049.68
-000120.00	-000049.66
-000130.00	-000049.98
-000140.00	-000050.20
-000150.00	-000050.58
-000160.00	-000050.76
-000170.00	-000050.85
-000180.00	-000051.38
-000190.00	-000051.31
-000200.00	-000051.42
-000210.00	-000051.75
-000220.00	-000052.07
-000230.00	-000052.63
-000240.00	-000057.04
-000250.00	-000102.74
-000260.00	-000228.37
-000270.00	-000356.86
-000280.00	-000491.42
-000290.00	-000653.24
-000300.00	-000880.30
-000310.00	-001234.57
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
