W132-VPX27227_IV_4.dat
Hamamatsu ATLAS12EC W132 VPX27227
whatever
Wed, Oct 30, 2019, 2:30:24 PM
IV
Simon Fraser University	Keithley 2410	
Temperature: 11.9	Humidity: 4.6
2 51
Voltage[V] Current[nA]
0000000.00	0000001.66
-000010.00	-000028.05
-000020.00	-000036.52
-000030.00	-000042.72
-000040.00	-000047.18
-000050.00	-000052.57
-000060.00	-000061.17
-000070.00	-000069.46
-000080.00	-000077.52
-000090.00	-000085.35
-000100.00	-000095.92
-000110.00	-000103.90
-000120.00	-000117.45
-000130.00	-000125.60
-000140.00	-000146.28
-000150.00	-000170.73
-000160.00	-000180.64
-000170.00	-000211.96
-000180.00	-000257.65
-000190.00	-000269.03
-000200.00	-000305.36
-000210.00	-000329.07
-000220.00	-000406.38
-000230.00	-000417.72
-000240.00	-000480.59
-000250.00	-000504.89
-000260.00	-000625.46
-000270.00	-000577.74
-000280.00	-000677.92
-000290.00	-000726.44
-000300.00	-000864.69
-000310.00	-000922.02
-000320.00	-001111.19
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
