W132-VPX27227_IV_1.dat
Hamamatsu ATLAS12EC W132 VPX27227
whatever
Thu, Oct 17, 2019, 3:47:32 PM
IV
Cambridge	Keithley 2410	
Temperature: 18.2	Humidity: 17.0
2 51
Voltage[V] Current[nA]
0000000.00	0000001.36
-000010.00	-000029.39
-000020.00	-000037.68
-000030.00	-000044.08
-000040.00	-000048.74
-000050.00	-000051.56
-000060.00	-000053.74
-000070.00	-000055.44
-000080.00	-000056.66
-000090.00	-000057.91
-000100.00	-000059.58
-000110.00	-000061.26
-000120.00	-000063.56
-000130.00	-000066.41
-000140.00	-000069.45
-000150.00	-000073.12
-000160.00	-000077.34
-000170.00	-000082.03
-000180.00	-000087.68
-000190.00	-000093.67
-000200.00	-000101.80
-000210.00	-000109.33
-000220.00	-000118.47
-000230.00	-000127.63
-000240.00	-000146.10
-000250.00	-000154.79
-000260.00	-000166.29
-000270.00	-000185.94
-000280.00	-000219.48
-000290.00	-000213.10
-000300.00	-000244.42
-000310.00	-000261.93
-000320.00	-000271.39
-000330.00	-000304.21
-000340.00	-000379.43
-000350.00	-000391.45
-000360.00	-000452.51
-000370.00	-000498.06
-000380.00	-000537.55
-000390.00	-000631.56
-000400.00	-000686.52
-000410.00	-000649.66
-000420.00	-000668.87
-000430.00	-000813.92
-000440.00	-000828.25
-000450.00	-000958.81
-000460.00	-001146.88
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
