W134-VPX27227_IV_1.dat
Hamamatsu ATLAS12EC W134 VPX27227
whatever
Thu, Oct 17, 2019, 12:27:06 PM
IV
Cambridge	Keithley 2410	
Temperature: 11.1	Humidity: 11.0
2 51
Voltage[V] Current[nA]
0000000.00	0000003.10
-000010.00	-000029.31
-000020.00	-000038.37
-000030.00	-000045.43
-000040.00	-000049.53
-000050.00	-000051.98
-000060.00	-000053.44
-000070.00	-000054.30
-000080.00	-000055.03
-000090.00	-000055.37
-000100.00	-000056.00
-000110.00	-000056.56
-000120.00	-000056.80
-000130.00	-000057.00
-000140.00	-000057.39
-000150.00	-000058.01
-000160.00	-000057.79
-000170.00	-000063.44
-000180.00	-000059.33
-000190.00	-000059.28
-000200.00	-000059.97
-000210.00	-000059.64
-000220.00	-000060.10
-000230.00	-000060.48
-000240.00	-000061.26
-000250.00	-000063.51
-000260.00	-000088.02
-000270.00	-000245.68
-000280.00	-000550.07
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
