1-01_IV_3.dat
Hamamatsu 1 1 01
whatever
Wed, Jan 23, 2019, 11:59:02 AM
IV
SFU	Keithley 2410	
Temperature: 17.2	Humidity: 44.1
2 6
Voltage[V] Current[nA]
0000000.00	-000000.09
0000010.00	0000000.04
0000020.00	0000000.11
0000030.00	-000000.06
0000040.00	0000000.04
0000050.00	-000000.01
