1-1_IV_4.dat
Hamamatsu 1 1 1
whatever
Wed, Feb 27, 2019, 11:55:57 AM
IV
SFU	Keithley 2410	
Temperature: 19.5	Humidity: 26.5
2 6
Voltage[V] Current[nA]
0000000.00	0000000.10
-000010.00	0000000.02
-000020.00	-000000.01
-000030.00	-000000.01
-000040.00	-000000.07
-000050.00	0000000.01
