W135-VPX_IV_2.dat
Hamamatsu 1 W135 VPX
whatever
Wed, Feb 27, 2019, 1:37:47 PM
IV
SFU	Keithley 2410	
Temperature: 9.7	Humidity: 8.3
2 6
Voltage[V] Current[nA]
0000000.00	0000003.56
-000010.00	-000974.48
-000020.00	-001969.60
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
