W191-VPX30905_IV_1.dat
Hamamatsu MAIN ATLAS12EC W191 VPX30905
whatever
Tue, Dec 10, 2019, 2:47:31 PM
IV
Simon Fraser University	Keithley 2410	
Temperature: 15.3	Humidity: 12.0
2 51
Voltage[V] Current[nA]
0000000.00	0000002.42
-000010.00	-000028.59
-000020.00	-000033.12
-000030.00	-000037.07
-000040.00	-000040.72
-000050.00	-000044.39
-000060.00	-000047.57
-000070.00	-000049.92
-000080.00	-000051.58
-000090.00	-000053.30
-000100.00	-000054.48
-000110.00	-000055.48
-000120.00	-000056.28
-000130.00	-000056.82
-000140.00	-000057.55
-000150.00	-000058.37
-000160.00	-000059.28
-000170.00	-000060.11
-000180.00	-000061.72
-000190.00	-000063.74
-000200.00	-000066.33
-000210.00	-000068.53
-000220.00	-000070.47
-000230.00	-000071.88
-000240.00	-000072.60
-000250.00	-000073.83
-000260.00	-000074.50
-000270.00	-000075.07
-000280.00	-000076.02
-000290.00	-000076.77
-000300.00	-000077.19
-000310.00	-000077.85
-000320.00	-000078.43
-000330.00	-000078.98
-000340.00	-000079.96
-000350.00	-000080.80
-000360.00	-000172.65
-000370.00	-000300.44
-000380.00	-000369.68
-000390.00	-000448.24
-000400.00	-000559.30
-000410.00	-000981.82
-000420.00	-001543.33
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
