W128-VPX27227_IV_1.dat
Hamamatsu ATLAS12EC W128 VPX27227
whatever
Thu, Oct 17, 2019, 2:06:36 PM
IV
Cambridge	Keithley 2410	
Temperature: 4.2	Humidity: 3.7
2 51
Voltage[V] Current[nA]
0000000.00	0000001.50
-000010.00	-000051.58
-000020.00	-000115.18
-000030.00	-000190.94
-000040.00	-000268.33
-000050.00	-000351.34
-000060.00	-000461.08
-000070.00	-000650.10
-000080.00	-000813.52
-000090.00	-000968.99
-000100.00	-001215.76
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
