W046-VPX22728_IV_2.dat
Hamamatsu ATLAS12EC W046 VPX22728
whatever
Mon, Nov 18, 2019, 12:16:52 PM
IV
Simon Fraser University	Keithley 2410	
Temperature: 5.4	Humidity: 2.2
2 51
Voltage[V] Current[nA]
0000000.00	0000002.62
-000010.00	-000052.44
-000020.00	-000062.14
-000030.00	-000066.07
-000040.00	-000068.86
-000050.00	-000070.04
-000060.00	-000070.77
-000070.00	-000072.84
-000080.00	-000074.42
-000090.00	-000075.27
-000100.00	-000076.77
-000110.00	-000574.46
-000120.00	-001547.69
-000130.00	-002552.52
-000140.00	-003571.66
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
