W046-VPX22728_IV_1.dat
Hamamatsu ATLAS12EC W046 VPX22728
whatever
Wed, Oct 9, 2019, 5:45:31 PM
IV
Simon Fraser University	Keithley 2410	
Temperature: 7.0	Humidity: 5.4
2 51
Voltage[V] Current[nA]
0000000.00	0000003.23
-000010.00	-000054.89
-000020.00	-000064.19
-000030.00	-000067.53
-000040.00	-000068.96
-000050.00	-000070.26
-000060.00	-000070.92
-000070.00	-000072.13
-000080.00	-000073.34
-000090.00	-000073.66
-000100.00	-000073.67
-000110.00	-000074.20
-000120.00	-000074.42
-000130.00	-000075.27
-000140.00	-000075.37
-000150.00	-000077.36
-000160.00	-000238.18
-000170.00	-000813.13
-000180.00	-001558.77
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
