W135-VPX27227_IV_3.dat
Hamamatsu ATLAS12EC W135 VPX27227
whatever
Thu, Oct 10, 2019, 11:59:54 AM
IV
Simon Fraser University	Keithley 2410	
Temperature: 8.0	Humidity: 7.8
2 51
Voltage[V] Current[nA]
0000000.00	0000006.38
-000010.00	-000027.62
-000020.00	-000036.16
-000030.00	-000042.23
-000040.00	-000045.37
-000050.00	-000047.25
-000060.00	-000048.26
-000070.00	-000049.15
-000080.00	-000049.78
-000090.00	-000050.50
-000100.00	-000050.96
-000110.00	-000051.22
-000120.00	-000051.79
-000130.00	-000052.05
-000140.00	-000052.57
-000150.00	-000115.84
-000160.00	-000557.07
-000170.00	-001226.26
-000180.00	-001984.08
-000190.00	-002790.21
-000200.00	-003625.87
-000210.00	-004480.38
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
0000000.00	0000000.00
