1.1877298333,-4.0537802618
1.1033960889,-5.2972129791
1.8835468775,-5.5405535841
0.4922525364,-6.9089234129
0.4237136879,-6.3052933711
1.4967914442,-6.9763976884
0.3067601801,-6.8772668718
1.8277362682,-6.1126171803
1.0756012764,-6.2074938922
1.6639986275,-5.4444930755
2.0501545713,-5.9510716947
1.7760176189,-7.0321578692
1.8925376905,-5.9493454160
1.6513312519,-6.0661257742
0.4547258297,-6.1304423647
1.7219114488,-6.5750831106
0.9446205827,-6.9858772220
0.4291654169,-7.5522483934
1.6430192727,-6.5856252996
1.6666400527,-6.3176444972
0.4736736044,-6.1081475677
1.7292328267,-6.7573117165
-0.0094915732,-6.4518168720
1.7828760688,-6.5369267340
1.1650805401,-6.4189705795
1.3178691739,-6.2737992394
1.5683164487,-6.5249058852
0.7445192233,-6.2959689194
0.1902670180,-6.1741583288
0.6637825038,-7.5130752934
1.7891193565,-6.9265951411
0.0232426733,-6.8010968406
1.3780258881,-7.0005719950
0.3982548369,-6.8474308390
1.1355986962,-6.5187866003
1.4929611839,-7.1384732201
0.3696276943,-6.4466985258
1.4827162334,-6.9114806132
0.4434874960,-6.1049725120
1.5299221779,-7.1432780904
1.9573850019,-6.5298215095
1.4101136874,-6.1200481613
0.9318134237,-6.3332853785
0.1836145472,-6.8641377062
1.7873691454,-6.7281593504
2.1723629208,-6.4826718565
0.9100260050,-5.8160133303
1.5280316002,-6.6362979820
1.7196106970,-6.6576644281
1.5894512207,-6.7463252296
1.8157815812,-6.8848346445
1.4911729962,-6.7254799343
0.3418537242,-6.0212690080
0.2985354409,-5.4672067963
0.8266562691,-6.2074762171
1.3905780630,-6.2125757648
0.8856397454,-5.6351555830
1.1781196317,-5.4749871421
0.9895979886,-5.2857995651
1.0049653288,-5.3835606648
0.9051860967,-5.1187440135
1.8899310545,-5.2727430666
1.2133410463,-4.3724454062
1.6554616267,-4.6926837019
0.8516169887,-4.3045022442
1.2113233157,-4.6005519496
0.9506865485,-3.9512869315
0.8161115621,-4.7714323957
1.8450362785,-5.5017041096
0.5891079705,-5.6742385327
0.7688999081,-5.9608424809
0.6647597393,-5.7668586489
2.0522278510,-5.5523139123
1.5901879393,-5.5792079870
0.6698979341,-6.2114097894
-0.0152891496,-6.1578503996
0.3814661115,-6.4710536141
1.7493629487,-6.6321117313
1.3486982215,-5.5490052948
1.3016884399,-5.9409852896
1.6473157808,-6.6352773985
0.7525630302,-6.1993242891
0.4699895048,-6.1270132727
0.5902970158,-6.0936633555
0.5798246388,-5.5507515470
0.6185281635,-5.7106004844
1.4029738707,-6.4791012997
0.0488155324,-5.4496094155
0.9272175125,-5.5610667391
1.5387864803,-5.3838558292
1.1017212436,-6.0090600803
0.4500831729,-5.5786125132
1.3093048670,-5.3677177101
0.4190020945,-5.8484793827
0.3563314178,-5.9376595023
0.6319126491,-5.7490194029
1.3319495564,-5.8834462401
1.6535668574,-5.6154865954
1.5230144717,-5.4222726777
0.6354767104,-6.0209468376
0.3263881074,-5.8527605268
1.7543235808,-5.5889956415
1.2108413515,-5.2690074123
0.7519399926,-5.5862660861
1.4907501571,-4.8210463344
1.7377927711,-5.2163058739
0.3436497245,-5.9939134840
1.3310466785,-6.1118101258
0.3283346289,-6.1913190103
0.4453044384,-5.7114457294
1.3968137832,-5.5905138374
-0.0561448260,-5.4666670876
0.2444332974,-5.5173692752
