-4.6344109773,21.8020355924
-4.6550741206,22.3977744794
-4.9934320133,20.8767137996
-4.9348863118,21.2844671625
-4.8561363388,22.0385794961
-4.8418238646,19.6966248068
-4.4362690909,21.5587206312
-4.7046100930,20.3128352970
-4.5004245184,20.3418753889
-4.8704196969,19.4326770697
-4.4615126600,20.7757010350
-4.2207381070,20.0458949891
-4.0066791797,20.1521983092
-4.1623046370,20.2772515773
-4.3397091974,19.8477344386
-4.8000504181,19.7702815623
-4.3562497969,20.4856638695
-4.4319045797,19.7850618141
-3.3984400567,21.1828748464
-4.3653094954,19.5446822476
-3.5038115958,20.7488876671
-4.0832502617,20.7741006787
-3.8138775366,20.8951454523
-3.5008074861,20.1955998564
-3.3646428284,19.5355278360
-3.1632913836,19.5363551571
-3.2148036030,19.1394057923
-3.4024502028,19.0329269988
-4.1905307013,19.6202056357
-3.5778785793,19.2002601563
-4.1606759571,19.7015820758
-3.0380265342,19.3876382330
-3.2647960261,20.2979551793
-3.3064511299,21.0127243182
-3.3153973283,21.3992207216
-3.2767480732,18.9408936646
-2.6806803034,21.7239631007
-2.8061190885,20.7138809045
-2.5619080526,20.0260939965
-3.0458407289,19.8887023388
-2.6932346035,20.9250770366
-2.8046052789,19.9442349777
-3.0325381214,18.8171991704
-3.2494575099,20.2212026930
-2.7055235126,19.0377103907
-2.4251189569,20.0982786655
-2.7460842425,20.7589787053
-3.0360902813,20.2897741830
-2.4133896094,21.1142949827
-2.1339837918,19.5202503404
-2.0113778592,19.9393136681
-2.3627225555,19.8797671000
-2.5905142122,17.9793981330
-2.6343713389,20.0206165919
-2.4115305753,19.2167214401
-2.8426466058,19.5969353859
-2.9189970547,19.4034849299
-2.1583802389,20.3817426595
-1.9435495321,19.9166643266
-2.4999584765,18.5446775157
-2.6319909336,18.7399600923
-1.3368203298,18.8863199491
-1.3959365941,19.2478693538
-1.8120058321,19.8930621232
-1.5687245733,18.1527259044
-1.8357307347,20.0866991093
-2.1576757856,18.2191882081
-2.3265957184,20.0412372041
-1.5923883153,19.8964593344
-2.3091940294,18.2842985372
-1.5760052558,18.7802776635
-1.2888161859,18.7642842389
-1.8597556417,18.8529542274
-1.6176694312,18.8632941721
-0.7770229598,18.8375274268
-0.9381764176,18.1266476773
-0.9119275312,18.7515360173
-0.6221041838,18.5749242145
-1.8112409688,17.5616572580
-1.7204820499,18.9092739603
-1.2090373446,17.8032227537
-0.9430221887,18.9793043591
-1.5715438362,18.2235594583
-0.9982777191,19.9240688281
-0.7623977696,19.1502715120
-1.2374959127,18.4537598696
-0.7598520011,18.9713017065
-0.7553365174,18.2034561714
-0.5624049155,18.6695881063
-0.2782154602,18.6655149929
-0.3050949689,18.4097994201
-0.6584254643,17.6893440240
-1.3857696613,18.4244541222
-1.3496347378,18.0684822027
-0.8980281113,18.7995563925
0.0330088100,18.2378968622
-0.2143103651,18.7859045720
0.0824678280,18.6675189598
-0.2437165548,16.5510636848
-0.2208475858,18.6534150122
0.2884680849,18.2174489716
0.1030426555,18.0547149613
0.0664537214,17.6712267966
0.0967217429,17.0780590997
-0.7068296447,16.8601920395
-0.8016731831,17.4369903396
-0.4036851089,16.8784979781
-0.1992494178,17.4312401257
0.0328890999,18.0116767848
-0.0843856153,17.1175333059
-0.2000937583,18.0905200450
-0.1909421698,17.3584333970
0.2936826014,18.1075110539
0.7570279733,17.0606375999
0.3414462984,16.9548790547
0.4763624830,16.5469251444
0.0233502080,17.3060910504
-0.1364026043,16.7855858487
-0.0967908636,17.8829789021
-0.1394263147,16.6369739351
-0.3357793554,16.8003655311
0.8789406912,16.8605542961
0.8602851604,16.5485826055
0.3233428508,17.4644343900
0.2722618876,17.0840355589
0.8206399131,18.0845355340
0.9239122946,16.5310791584
0.6979960961,17.9843928089
1.0592063219,17.4977681512
0.8084561017,16.8973535115
0.0396299045,16.0725973820
0.0379249696,16.7115536388
-0.0254912455,17.5629327961
1.0178537628,16.2289523224
0.7357984434,17.3108721125
0.6011365544,16.5564251537
0.2956015733,17.7518872877
0.2696547595,16.8542141702
1.2908501258,17.6388851164
0.8853362241,17.7630325943
1.1942223655,17.7550968261
0.5030954727,15.8264984552
0.7093460105,16.4725411126
0.2085406395,18.1884759830
0.5620972887,15.8450983028
0.4891649232,16.7137155219
0.3224469619,17.2089721803
1.0701175474,17.0624772018
1.1130807174,17.0639285778
1.0169868653,17.8805821098
1.5092451319,18.0673670496
1.1851800181,16.9297121267
1.9277856467,17.3182395820
1.3216337978,18.7671510773
1.6939873065,18.2486241119
1.1326885339,16.8644609107
1.8394964385,17.5701992482
1.2350293159,18.2455200889
1.3425778969,16.6153128874
2.1304419498,18.5852303568
2.2631742177,17.9104090955
1.9543363524,19.3826011596
1.4305682862,17.2291296430
1.9878901903,18.3989932068
2.3102075921,18.1766694338
1.5948414992,17.0145474881
1.7929664306,17.2295897734
1.6721778290,16.9203775537
1.1203516302,16.3712892340
0.9956520990,16.8583929178
0.8870132917,16.9384180755
1.7732935060,17.5666075007
1.5073060630,16.5751551046
2.3372880360,15.7718548561
1.7361255454,16.7534041471
1.8711387414,17.5630768839
2.2397200350,17.0510678187
2.2636447199,18.1884247751
2.2845783485,17.1094598288
2.2269596597,17.1645227993
2.4092327942,18.0359316071
1.7665762940,17.3776058212
2.2766377348,17.9109216010
1.8161344203,16.7535636465
1.6905752500,16.6553937101
2.1808824811,16.9841882217
1.6941868615,16.1502140241
1.4313992674,13.6242719948
2.2235971050,16.4723995779
2.2638890357,15.2455911481
1.8563937884,14.7385008182
2.1152162488,15.4143781143
1.7987333051,14.5151192728
1.5787604467,15.5722467240
1.1287049064,14.3198713311
1.4050164519,14.3923780753
1.4648366502,15.2927044946
1.9082110766,15.4539419621
2.0896381932,15.2595095153
1.7236714176,13.1939983225
1.6458404582,13.9920404094
2.2204231813,15.3230338915
2.2819983370,15.3463498446
1.9641769282,15.2422917135
2.1234479842,13.6958587929
2.0799012709,15.5198613215
1.3823859833,13.8789699063
1.9133460171,15.3851661661
1.7573657218,13.7175238495
1.2639912422,14.0926876309
2.7626340430,14.6572411334
2.4230640113,14.2016789996
1.8861696132,14.8654128542
1.8866478898,15.1952241875
2.5304779781,14.5312170186
2.0947752948,12.9198715718
2.5265824618,14.2875893657
1.9688751249,13.4064609095
2.4759159572,13.8118315846
1.5464930579,13.1288515764
1.8399655222,13.2682441733
1.7505850264,13.1055815010
