107182.0500796947,105145.4161738151,0.0854693163
119572.4144326293,151889.3584290414,0.1132922170
119600.4983954577,151734.5160327060,0.1129485329
119628.5277977131,151579.6652664169,0.1126048637
119656.5047129200,151424.8052908964,0.1122612055
119684.4280668363,151269.9370131929,0.1119175347
119712.2968636250,151115.0603487570,0.1115738402
119740.1131726960,150960.1744784468,0.1112301640
119767.8758411874,150805.2813010931,0.1108864714
119795.5851024020,150650.3778532843,0.1105428244
119823.2397268572,150495.4670156607,0.1101991536
119850.8417868629,150340.5479553678,0.1098554699
119878.3903626525,150185.6196079087,0.1095118006
119905.8853777131,150030.6829550011,0.1091681109
119933.3268291254,149875.7380118608,0.1088244357
119960.7137202992,149720.7846970882,0.1084807712
119988.0481238551,149565.8221764494,0.1081371246
120015.3288898504,149410.8523335591,0.1077934265
120042.5561690370,149255.8732171393,0.1074497736
120069.7298103363,149100.8867800471,0.1071060727
120096.8499648269,148945.8910694255,0.1067624170
120123.9164790645,148790.8880501812,0.1064187408
120150.9295091857,148635.8757437788,0.1060750786
120177.8889013201,148480.8561166959,0.1057313681
120204.7938104580,148325.8271334119,0.1053876958
120231.6461521433,148170.7899424672,0.1050440443
120258.4448536673,148015.7454430075,0.1047003721
120285.1899943706,147860.6926379917,0.1043566791
120311.8816480382,147705.6305610334,0.1040130345
120338.5196639459,147550.5611618077,0.1036693379
120365.1041137202,147395.4834858943,0.1033256861
120391.6350024469,147240.3975060118,0.1029820169
120418.1122504943,147085.3042190777,0.1026383301
120444.5360148436,146930.2016435140,0.1022946535
120470.9061359290,146775.0917744357,0.1019509904
120497.2226959667,146619.9736013884,0.1016073096
120523.4856157436,146464.8481198180,0.1012636078
120549.6950487116,146309.7133647182,0.1009199505
120575.8508408891,146154.5713039624,0.1005762788
120601.9530700636,145999.4209499155,0.1002326137
120628.0016582401,145844.2632902964,0.0998889340
120653.9967626189,145689.0963420397,0.0995452643
120679.9381469022,145533.9230834655,0.0992015766
120705.8260445760,145378.7405513778,0.0988579331
120731.6593075493,145223.5506175011,0.0985142372
120757.4399242910,145068.3534697392,0.0981705544
120783.1669772926,144913.1480316369,0.0978268845
120808.8404667536,144757.9343032102,0.0974832277
120834.4603158540,144602.7132662525,0.0971395493
120860.0266011030,144447.4839403500,0.0967958871
120885.5392459915,144292.2473059166,0.0964522033
120910.9983272396,144137.0023811508,0.0961085323
120936.4037656420,143981.7501613991,0.0957648709
120961.7545690253,143826.4905413378,0.0954211599
120987.0528032078,143671.2227242101,0.0950774927
121012.2973942261,143515.9476135758,0.0947338381
121037.4884241967,143360.6641989724,0.0943901649
121062.6258112140,143205.3734894748,0.0940465011
121087.7095576677,143050.0754727341,0.0937028187
121112.7387439508,142894.7690847679,0.0933591456
121137.7152860849,142739.4554706433,0.0930154569
121162.6381851544,142584.1345630200,0.0926717805
121187.5075184091,142428.8053772298,0.0923281445
121212.3221398248,142273.4697729235,0.0919844242
121237.0841894354,142118.1259865910,0.0916407815
121261.7926006763,141962.7748793469,0.0912970887
121286.4464496641,141807.4154131503,0.0909534331
121311.0475749788,141652.0497176210,0.0906097616
121335.5951367609,141496.6757316677,0.0902661020
121360.0879842108,141341.2953408430,0.0899223892
121384.5282624600,141185.9067529519,0.0895787194
121408.9148976526,141030.5108714624,0.0892350617
121433.2468955440,140875.1076019206,0.0888913816
121457.5262492943,140719.6971061206,0.0885476852
121481.7509610564,140564.2792495815,0.0882040289
121505.9230288885,140408.8541653967,0.0878603531
121530.0405366497,140253.4207099942,0.0875166861
121554.1053183526,140097.9810388123,0.0871730337
121578.1154627543,139942.5339795778,0.0868293588
121602.0729633256,139787.0796927056,0.0864856643
121625.9758218091,139631.6180450864,0.0861420097
121649.8259590209,139476.1501543821,0.0857983071
121673.6215337764,139320.6739060133,0.0854546443
121697.3634653598,139165.1903642376,0.0851109929
121721.0526759900,139009.7005778976,0.0847672905
121744.6872445245,138854.2034309102,0.0844236278
121768.2681723876,138698.6989767716,0.0840799452
121791.7964538320,138543.1873098361,0.0837362767
121815.2700957690,138387.6682674123,0.0833926137
121838.6900175188,138232.1429145633,0.0830489307
121862.0562962119,138076.6102681161,0.0827052589
121885.3689317327,137921.0703282620,0.0823615981
121908.6288461054,137765.5241450318,0.0820178887
121931.8341185774,137609.9705999661,0.0816742160
121954.9857479848,137454.4097614017,0.0813305543
121978.0837344352,137298.8416292470,0.0809869034
122001.1280005907,137143.2671867589,0.0806432323
122024.1186238846,136987.6854494842,0.0802995692
122047.0555266965,136832.0974029647,0.0799558884
122069.9387867386,136676.5020617663,0.0796122156
122092.7683264857,136520.9004102345,0.0792685224
122115.5442233713,136365.2914639162,0.0789248371
122138.2663974812,136209.6762220136,0.0785811650
122160.9349287215,136054.0536854242,0.0782375009
122183.5498169970,135898.4238553442,0.0778938473
122206.1109849855,135742.7877148311,0.0775501730
122228.6174362363,135587.1451819948,0.0772064727
122251.0712387747,135431.4954500223,0.0768628166
122273.4713209306,135275.8394088130,0.0765191422
122295.8176830822,135120.1770548858,0.0761754417
122318.1094031423,134964.5073415154,0.0758317827
